days,open,high,low,close
366,3733.27,3760.2,3726.88,3756.07
365,3736.19,3744.63,3730.21,3732.04
364,3750.01,3756.12,3723.31,3727.04
363,3723.03,3740.51,3723.03,3735.36
362,3703.06,3703.06,3703.06,3703.06
361,3703.06,3703.06,3703.06,3703.06
360,3703.06,3703.06,3703.06,3703.06
359,3694.03,3703.82,3689.32,3703.06
358,3693.42,3711.24,3689.28,3690.01
357,3698.08,3698.26,3676.16,3687.26
356,3684.28,3702.9,3636.48,3694.92
355,3709.41,3709.41,3709.41,3709.41
354,3709.41,3709.41,3709.41,3709.41
353,3722.39,3726.7,3685.84,3709.41
352,3713.65,3725.12,3710.87,3722.48
351,3696.25,3711.27,3688.57,3701.17
350,3666.41,3695.29,3659.62,3694.62
349,3675.27,3697.61,3645.84,3647.49
348,3663.46,3663.46,3663.46,3663.46
347,3663.46,3663.46,3663.46,3663.46
346,3656.08,3665.91,3633.4,3663.46
345,3659.13,3678.49,3645.18,3668.1
344,3705.98,3712.39,3660.54,3672.82
343,3683.05,3708.45,3678.83,3702.25
342,3694.73,3697.41,3678.88,3691.96
341,3699.12,3699.12,3699.12,3699.12
340,3699.12,3699.12,3699.12,3699.12
339,3670.94,3699.2,3670.94,3699.12
338,3668.28,3682.73,3657.17,3666.72
337,3653.78,3670.96,3644.84,3669.01
336,3645.87,3678.45,3645.87,3662.45
335,3634.18,3634.18,3594.39,3621.63
334,3638.35,3638.35,3638.35,3638.35
333,3638.35,3638.35,3638.35,3638.35
332,3638.55,3644.31,3629.33,3638.35
331,3629.65,3629.65,3629.65,3629.65
330,3635.5,3635.5,3617.76,3629.65
329,3594.52,3642.31,3594.52,3635.41
328,3566.82,3589.81,3552.77,3577.59
327,3557.54,3557.54,3557.54,3557.54
326,3557.54,3557.54,3557.54,3557.54
325,3579.31,3581.23,3556.85,3557.54
324,3559.41,3585.22,3543.84,3581.87
323,3612.09,3619.09,3567.33,3567.79
322,3610.31,3623.11,3588.68,3609.53
321,3600.16,3628.51,3600.16,3626.91
320,3585.15,3585.15,3585.15,3585.15
319,3585.15,3585.15,3585.15,3585.15
318,3552.57,3593.66,3552.57,3585.15
317,3562.67,3569.02,3518.58,3537.01
316,3563.22,3581.16,3557,3572.66
315,3543.26,3557.22,3511.91,3545.53
314,3583.04,3645.99,3547.48,3550.5
313,3509.44,3509.44,3509.44,3509.44
312,3509.44,3509.44,3509.44,3509.44
311,3508.34,3521.58,3484.34,3509.44
310,3485.74,3529.05,3485.74,3510.45
309,3406.46,3486.25,3405.17,3443.44
308,3336.25,3389.49,3336.25,3369.16
307,3296.2,3330.14,3279.74,3310.24
306,3269.96,3269.96,3269.96,3269.96
305,3269.96,3269.96,3269.96,3269.96
304,3293.59,3304.93,3233.94,3269.96
303,3277.17,3341.05,3259.82,3310.11
302,3342.48,3342.48,3268.89,3271.03
301,3403.15,3409.51,3388.71,3390.68
300,3441.42,3441.42,3364.86,3400.97
299,3465.39,3465.39,3465.39,3465.39
298,3465.39,3465.39,3465.39,3465.39
297,3464.9,3466.46,3440.45,3465.39
296,3438.5,3460.53,3415.34,3453.49
295,3439.91,3464.86,3433.06,3435.56
294,3439.38,3476.93,3435.65,3443.12
293,3493.66,3502.42,3419.93,3426.92
292,3483.81,3483.81,3483.81,3483.81
291,3483.81,3483.81,3483.81,3483.81
290,3493.5,3515.76,3480.45,3483.81
