days,open,high,low,close
66,9123.00,9182.00,9006.00,9145.00
65,8741.00,9170.00,8740.00,9126.00
64,8749.00,8854.00,8693.00,8741.00
63,8952.00,8977.00,8676.00,8749.00
62,8524.00,8954.00,8505.00,8951.00
61,8641.00,8752.00,8439.00,8524.00
60,8676.00,8814.00,8596.00,8640.00
59,8760.00,8903.00,8446.00,8676.00
58,8754.00,8971.00,8535.00,8756.00
57,9391.00,9425.00,8648.00,8763.00
56,9607.00,9673.00,9262.00,9383.00
55,9886.00,10019.00,9494.00,9607.00
54,9693.00,9991.00,9665.00,9886.00
53,9667.00,9724.00,9573.00,9693.00
52,9613.00,9759.00,9580.00,9667.00
51,9599.00,9694.00,9470.00,9613.00
50,10134.00,10287.00,9392.00,9608.00
49,9653.00,10262.00,9622.00,10134.00
48,9776.00,9996.00,9484.00,9652.00
47,9921.00,10040.00,9656.00,9776.00
46,10339.00,10387.00,9826.00,9921.00
45,10180.00,10383.00,10103.00,10339.00
44,10385.00,10492.00,10097.00,10182.00
43,10225.00,10471.00,10216.00,10379.00
42,9865.00,10379.00,9717.00,10225.00
41,10073.00,10188.00,9744.00,9865.00
40,9924.00,10169.00,9865.00,10073.00
39,9740.00,9934.00,9663.00,9924.00
38,9732.00,9862.00,9667.00,9740.00
37,9693.00,9851.00,9540.00,9731.00
36,9150.00,9751.00,9143.00,9693.00
35,9281.00,9349.00,9094.00,9149.00
34,9450.00,9588.00,9232.00,9281.00
33,9371.00,9478.00,9162.00,9450.00
32,9362.00,9459.00,9303.00,9371.00
31,9549.00,9559.00,9217.00,9362.00
30,9362.00,9557.00,9197.00,9547.00
29,9051.00,9423.00,9049.00,9362.00
28,8954.00,9183.00,8886.00,9061.00
27,8591.00,8989.00,8552.00,8954.00
26,8377.00,8598.00,8294.00,8591.00
25,8501.00,8505.00,8268.00,8376.00
24,8391.00,8511.00,8230.00,8501.00
23,8641.00,8665.00,8290.00,8391.00
22,8723.00,8784.00,8577.00,8641.00
21,8667.00,8771.00,8507.00,8724.00
20,8718.00,8741.00,8519.00,8667.00
19,8910.00,9176.00,8484.00,8718.00
18,8898.00,8973.00,8806.00,8910.00
17,8682.00,8992.00,8672.00,8897.00
16,8816.00,8856.00,8591.00,8682.00
15,8732.00,8881.00,8577.00,8816.00
14,8133.00,8826.00,8105.00,8732.00
13,8100.00,8193.00,8054.00,8133.00
12,8102.00,8172.00,7964.00,8106.00
11,8054.00,8273.00,7989.00,8106.00
10,7787.00,8126.00,7685.00,8054.00
9,8004.00,8104.00,7754.00,7789.00
8,8020.00,8454.00,7881.00,8004.00
7,7579.00,8187.00,7579.00,8020.00
6,7370.00,7603.00,7327.00,7574.00
5,7349.00,7493.00,7336.00,7376.00
4,7281.00,7399.00,7269.00,7349.00
3,6975.00,7411.00,6880.00,7280.00
2,7229.00,7230.00,6929.00,6975.00
1,7171.00,7245.00,7167.00,7229.00
